,Iteration,AUC_LB_test,AUC_test,AUC_UB_test,Accuracy_test,F1_test,MCC_test,AUC_LB_validation,AUC_validation,AUC_UB_validation,Accuracy_validation,F1_validation,MCC_validation
0,9,0.8797939100692148,0.9150936726758571,0.9515396066761107,0.8722627737226277,0.736842105263158,0.6534670301973541,0.7860519573938128,0.8757115749525616,0.9653711925113103,0.8153846153846154,0.7857142857142856,0.6576402802678499
0,8,0.8929721339475862,0.9248497702368327,0.960707760381737,0.8868613138686131,0.7596899224806202,0.6890404083192139,0.8162569960799176,0.8918406072106261,0.9674242183413345,0.8,0.7547169811320754,0.648105840513641
0,7,0.8829061456547461,0.9179568752209261,0.9531451243045657,0.8759124087591241,0.7445255474452556,0.6596704581675767,0.8412669523867631,0.9146110056925995,0.9879550589984358,0.8461538461538461,0.8333333333333334,0.6920955644748533
0,6,0.8857123472050955,0.9209968186638388,0.9576542891245805,0.8795620437956204,0.7384615384615385,0.6637288655325283,0.7704898924280188,0.8624288425047438,0.9596634962391317,0.8307692307692308,0.8135593220338982,0.6981799174515237
0,5,0.8879932574426237,0.9221633085896076,0.9563333597365915,0.8795620437956204,0.7462686567164178,0.6667683018648465,0.7903667202030227,0.8785578747628083,0.966749029322594,0.8307692307692308,0.7924528301886793,0.6839979971509204
0,4,0.8811891844078107,0.9172145634499823,0.9532399424921539,0.8759124087591241,0.7343750000000001,0.6574780897372049,0.7884482071963581,0.8785578747628083,0.9702833337282748,0.8153846153846154,0.7857142857142856,0.6576402802678499
0,3,0.8840545640302624,0.91954754330152,0.9550405225727776,0.8722627737226277,0.7244094488188977,0.6461853236414387,0.7798139852396808,0.8657495256166984,0.963894707236022,0.8461538461538461,0.8214285714285714,0.7013134871158733
0,2,0.8814647853482939,0.9162955107811949,0.9511262362140959,0.8759124087591241,0.7352941176470589,0.6514765041793643,0.7656648103464782,0.8586337760910817,0.9566890731551775,0.8307692307692308,0.8070175438596492,0.6736064872728633
0,1,0.8781542647772554,0.9127606928243194,0.9503069449061988,0.8795620437956204,0.7441860465116279,0.66870904154348,0.7753911756408983,0.8690702087286527,0.9627492418164071,0.8307692307692308,0.7924528301886793,0.6839979971509204
0,0,0.8798499154919334,0.9146341463414634,0.9509557491565241,0.8795620437956204,0.736842105263158,0.6637288655325283,0.7705188674221244,0.8652751423149906,0.9600314172078568,0.8153846153846154,0.7857142857142856,0.6576402802678499
