,Iteration,AUC_LB_test,AUC_test,AUC_UB_test,Accuracy_test,F1_test,MCC_test,AUC_LB_validation,AUC_validation,AUC_UB_validation,Accuracy_validation,F1_validation,MCC_validation
0,9,0.819558919944783,0.8564139941690961,0.8932690683934092,0.798469387755102,0.802992518703242,0.5975690941013605,0.8166850404905887,0.8956356736242884,0.9766550440487363,0.8153846153846154,0.8285714285714285,0.6538940912762139
0,8,0.8197703860797955,0.8566092253227823,0.8934480645657691,0.7959183673469388,0.8028503562945367,0.5929490945794098,0.8593055137285215,0.928842504743833,0.9983794957591445,0.8307692307692308,0.8450704225352113,0.6915730220170417
0,7,0.8210833231609749,0.8573901499375262,0.8936969767140774,0.7933673469387755,0.8009592326139089,0.5876609101729885,0.8182274357800834,0.896584440227704,0.9761954034629164,0.8615384615384616,0.8615384615384616,0.7267552182163188
0,6,0.8203807729552096,0.8576374427321948,0.8948941125091799,0.7908163265306123,0.7962085308056872,0.5821177512715376,0.8205961274467285,0.896584440227704,0.972828730972935,0.8461538461538461,0.84375,0.6938391742500528
0,5,0.8135814456302559,0.8512078300708038,0.8888342145113517,0.7933673469387755,0.7962085308056872,0.586925701928069,0.8545426598678945,0.9193548387096774,0.9841670175514603,0.8153846153846154,0.823529411764706,0.6440430248631759
0,4,0.8205084354894001,0.857259995835069,0.8940115561807378,0.7933673469387755,0.8028846153846153,0.5868034352909217,0.8517268794664697,0.9222011385199239,0.9926753975733781,0.8461538461538461,0.84375,0.6938391742500528
0,3,0.8212062871762488,0.8584964598084132,0.8957866324405775,0.7933673469387755,0.7990074441687344,0.5876609101729885,0.8219892557609036,0.8975332068311196,0.9758074085279242,0.8769230769230769,0.875,0.7554505763350985
0,2,0.8213132329335008,0.8581059975010413,0.8948987620685819,0.7959183673469388,0.8009950248756218,0.5926085416187828,0.8878989783107268,0.9402277039848198,0.9960607964055821,0.8615384615384616,0.8615384615384616,0.7267552182163188
0,1,0.8176790813076187,0.8546699291961682,0.892216014842785,0.7908163265306123,0.7990196078431374,0.5835803609922536,0.8243585193414144,0.9003795066413661,0.9764004939413179,0.8153846153846154,0.8181818181818182,0.636883280233659
0,0,0.8182890784546658,0.8546438983756769,0.890998718296688,0.7933673469387755,0.8057553956834531,0.5915666036427968,0.8654141834999506,0.9250474383301709,0.9846806931603912,0.8461538461538461,0.8529411764705881,0.7062462887801245
